hs_code,description,version
030562000,"cod salted (gadus morhua,gadus ogacgadus macrocephalus)",2009-2011
030563000,anchovies salted (engraulis spp),2009-2011
030569100,teri fish salted,2009-2011
030569900,"other fish, salted but not dried or smoked",2009-2011
030611000,rock lobsters & other sea crawfish frozen,2009-2011
030612000,lobsters frozen,2009-2011
030613000,shrimps and prawns frozen,2009-2011
030614000,crabs frozen,2009-2011
030619100,crayfish frozen,2009-2011
030619900,other than crayfish frozen,2009-2011
030621100,rock lobster & other sea crawfish in airtight container,2009-2011
030621900,rock lobster & other sea crawfish other than in airtight container,2009-2011
030622100,lobster in airtight container,2009-2011
030622900,lobster oth. than in airtight container,2009-2011
030623100,shrimps and prawns in airtight container,2009-2011
030623900,shrimps and prawns other than in airtight container,2009-2011
030624100,crabs in airtight container,2009-2011
030624900,crabs other than in airtight cont.,2009-2011
030629110,cray fish in airtight container,2009-2011
030629190,other cray fish,2009-2011
030629910,other crustaceans in airtight container,2009-2011
030629990,other crustaceans other than in airtight container,2009-2011
030710000,oysters fit for human consumption,2009-2011
030721000,"scallops live, fresh or chilled",2009-2011
030729100,scallops frozen,2009-2011
030729900,scallops other than frozen,2009-2011
030731000,"mussels live, fresh or chilled",2009-2011
030739100,mussels frozen,2009-2011
030739900,mussels other than frozen,2009-2011
030741000,"cuttle fish live, fresh or chilled",2009-2011
030749100,cuttle fish frozen,2009-2011
030749900,cuttle fish other than frozen,2009-2011
030751000,"octopus live, fresh or chilled",2009-2011
030759100,octopus frozen,2009-2011
030759900,octopus other than frozen,2009-2011
030760000,"snails, other than sea snails",2009-2011
030791000,"live, fresh or chilled of other mollusca",2009-2011
030799400,jelly fish frozen,2009-2011
030799900,other molluscs frozen,2009-2011
040110000,"milk of a fat content, by weight, not exceeding 1 %",2009-2011
040120000,"milk of a fat content, by weight 1-6 %",2009-2011
040130000,"milk of a fat content, by weight, exceeding 6 %",2009-2011
040210100,"milk & cream of fat lte. 1.5% added sugar in pow r form,in pack.>=25",2009-2011
